data,nave,sistema,desc,tecnico,ore_motore,costo_eur
2025-05-09,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS Luigi Russo,104546,371
2025-05-04,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,26074,463
2025-05-03,MV Maria Dolores,Motore,"C-Check 2000h — Ispezione valvole, controllo iniettori UIS Bosch 0 414 701 076, regolazione giochi",Tecnico RCS Mario Greco,104375,1585
2025-04-26,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Mario Greco,78115,1038
2025-04-25,MV Saint John Paul II,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS Mario Greco,25884,2352
2025-04-24,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,77994,501
2025-04-20,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Cantiere Specializzato,92555,301
2025-04-19,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Luigi Russo,25791,883
2025-04-19,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,77797,590
2025-04-16,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,25768,461
2025-04-07,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS Mario Greco,103958,437
2025-04-06,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,25436,520
2025-04-03,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Cantiere Specializzato,77420,470
2025-04-02,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico esterno certificato,98168,422
2025-04-02,San Pawl,Iniezione,"Revisione Iniettori — Sostituzione iniettori Bosch / Delphi, revisione pompa iniezione 0 460 424 148",Cantiere Navale Palermo,98158,10932
2025-03-31,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,100366,407
2025-03-25,San Frangisk,Motore,"Major Overhaul — Overhaul completo MWM V16: pistoni, segmenti, guarnizioni MAHLE MS39012, bronzine",Cantiere Navale Catania,100299,31860
2025-03-24,MV Jean de La Valette,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS,77210,1405
2025-03-23,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,25128,519
2025-03-23,MV Jean de La Valette,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS Luigi Russo,77259,826
2025-03-17,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,103625,375
2025-03-14,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Mario Greco,77094,1036
2025-03-13,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS Mario Greco,91944,295
2025-03-11,MV Jean de La Valette,Iniezione,"D-Check 4000h — Sostituzione iniettori CR Bosch (serie 0 445 120 141), revisione pompa HP, test bench",Cantiere Navale Catania,76879,6004
2025-03-06,MV Saint John Paul II,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,24732,849
2025-03-06,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,76784,448
2025-03-03,MV Maria Dolores,Propulsione,"Propulsione 6000h — Ispezione shaft seal, lubrificazione riduttori, allineamento eliche",Tecnico RCS,103399,1343
2025-03-02,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,100138,509
2025-03-02,San Frangisk,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS Mario Greco,100137,658
2025-02-28,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS Mario Greco,100116,478
2025-02-19,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,24405,531
2025-02-16,MV Saint John Paul II,Iniezione,"D-Check 4000h — Sostituzione iniettori CR Bosch (serie 0 445 120 141), revisione pompa HP, test bench",Cantiere Pozzallo,24304,6873
2025-02-16,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,76380,460
2025-02-15,San Frangisk,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS Luigi Russo,100012,833
2025-02-14,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,76276,471
2025-02-11,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS Luigi Russo,91522,283
2025-02-10,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,91454,303
2025-02-10,San Pawl,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS Luigi Russo,97753,767
2025-02-06,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Luigi Russo,76186,788
2025-02-02,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,76009,542
2025-01-28,MV Maria Dolores,Raffreddamento,"Raffreddamento — Termostato MTU 11658815, fluido WF2071 Fleetguard, pulizia circuito",Tecnico RCS,102781,494
2025-01-27,MV Saint John Paul II,Motore,"Overhaul 8000h — Revisione completa top-end: pistoni, segmenti, bronzine, albero a camme, tenute",Cantiere Navale Catania,23734,37420
2025-01-27,MV Saint John Paul II,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS Mario Greco,23828,674
2025-01-26,HSC Gozo Express,Motore,"Overhaul 8000h — Revisione completa: pistoni, segmenti MAHLE, bronzine, tenute testa cilindro",Cantiere Navale Catania,91315,15032
2025-01-23,MV Jean de La Valette,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS Mario Greco,75799,2244
2025-01-22,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Mario Greco,23714,830
2025-01-20,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,23718,1024
2025-01-20,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS Mario Greco,102606,342
2025-01-13,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,75603,515
2025-01-10,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,75465,595
2025-01-08,MV Maria Dolores,Motore,"C-Check 2000h — Ispezione valvole, controllo iniettori UIS Bosch 0 414 701 076, regolazione giochi",Tecnico RCS,102473,1955
2025-01-05,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,75383,527
2025-01-02,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS Luigi Russo,97432,407
2024-12-30,MV Saint John Paul II,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS,23125,1447
2024-12-26,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS,102277,793
2024-12-26,HSC Gozo Express,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubricante + verifica tenute (×4 motori),Cantiere Specializzato,90830,412
2024-12-22,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,97381,424
2024-12-21,MV Saint John Paul II,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS Luigi Russo,22910,2376
2024-12-20,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,74932,488
2024-12-18,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,74935,538
2024-12-15,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,102060,410
2024-12-12,San Frangisk,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS Mario Greco,99464,755
2024-12-04,San Frangisk,Motore,"Top End — Revisione teste cilindro, valvole, guide, ispezione camere combustione MWM",Cantiere Valletta,99432,20307
2024-12-03,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS Luigi Russo,101783,694
2024-11-30,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,97184,408
2024-11-29,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,22398,457
2024-11-29,HSC Gozo Express,Iniezione,"D-Check 4000h — Sostituzione iniettori CR MTU 12V 2000, revisione pompa HP, test banco",Tecnico RCS,90364,3731
2024-11-27,MV Saint John Paul II,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS,22380,2511
2024-11-27,HSC Gozo Express,Motore,"C-Check 2000h — Ispezione iniettori CR Bosch 0 445 120 059, controllo valvole e distribuzione",Tecnico RCS,90347,1270
2024-11-26,MV Jean de La Valette,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS Luigi Russo,74475,1558
2024-11-24,MV Maria Dolores,Iniezione,"D-Check 4000h — Sostituzione iniettori unitari UIS MTU, revisione pompa CP3, calibrazione",Cantiere Valletta,101641,5282
2024-11-16,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,22013,455
2024-11-14,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS,101539,640
2024-11-12,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,21900,561
2024-11-12,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,22038,485
2024-11-12,MV Jean de La Valette,Iniezione,"D-Check 4000h — Sostituzione iniettori CR Bosch (serie 0 445 120 141), revisione pompa HP, test bench",Cantiere Navale Palermo,74078,5955
2024-11-11,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,74045,503
2024-11-09,MV Jean de La Valette,Motore,"Overhaul 8000h — Revisione completa top-end: pistoni, segmenti, bronzine, albero a camme, tenute",Cantiere Valletta,74001,37525
2024-10-30,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Mario Greco,21652,793
2024-10-29,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Luigi Russo,21630,1008
2024-10-24,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,73561,509
2024-10-21,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,21422,482
2024-10-16,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,96854,461
2024-10-15,San Frangisk,Propulsione,"Propulsione — Ispezione eliche tipo Air Cushion, shaft seal, lubrificazione cuscinetti",Tecnico RCS,99030,1373
2024-10-13,MV Jean de La Valette,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS Luigi Russo,73374,2406
2024-10-12,MV Saint John Paul II,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS Mario Greco,21192,1373
2024-10-10,MV Saint John Paul II,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,21166,840
2024-10-08,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,21095,548
2024-10-05,MV Jean de La Valette,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS Luigi Russo,73113,1624
2024-10-04,Balluta Bay,Motore,"Ispezione 4000h — Ispezione valvole, distribuzione, iniettori CR Bosch 0 445 120 266",Cantiere Navale Catania,188820,3999
2024-09-30,MV Jean de La Valette,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,73003,819
2024-09-25,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS,100724,661
2024-09-24,HSC Gozo Express,Motore,"C-Check 2000h — Ispezione iniettori CR Bosch 0 445 120 059, controllo valvole e distribuzione",Tecnico RCS,89372,1192
2024-09-22,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS Luigi Russo,89348,262
2024-09-20,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,72877,892
2024-09-19,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS,100578,689
2024-09-18,MV Saint John Paul II,Iniezione,"D-Check 4000h — Sostituzione iniettori CR Bosch (serie 0 445 120 141), revisione pompa HP, test bench",Cantiere Valletta,20679,7558
2024-09-18,MV Jean de La Valette,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,72728,805
2024-09-13,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico esterno certificato,72746,460
2024-09-10,HSC Gozo Express,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubricante + verifica tenute (×4 motori),Tecnico RCS Luigi Russo,89216,467
2024-09-08,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico esterno certificato,72489,868
2024-09-07,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS Mario Greco,89088,254
2024-09-06,MV Saint John Paul II,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS Mario Greco,20394,856
2024-09-02,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,72338,468
2024-09-01,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,72358,514
2024-08-31,MV Maria Dolores,Raffreddamento,"Raffreddamento — Termostato MTU 11658815, fluido WF2071 Fleetguard, pulizia circuito",Tecnico RCS,100299,604
2024-08-30,HSC Gozo Express,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubricante + verifica tenute (×4 motori),Tecnico RCS Mario Greco,88970,547
2024-08-29,MV Saint John Paul II,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS Luigi Russo,20238,2519
2024-08-28,MV Jean de La Valette,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS Mario Greco,72270,2268
2024-08-26,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico esterno certificato,20018,541
2024-08-20,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,88862,234
2024-08-19,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,72048,564
2024-08-13,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico esterno certificato,99954,644
2024-08-07,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,88683,273
2024-08-06,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Mario Greco,19532,899
2024-08-02,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Mario Greco,71621,1053
2024-08-02,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,71689,841
2024-08-02,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,88612,276
2024-07-28,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,19472,600
2024-07-24,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,19251,521
2024-07-23,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,19200,573
2024-07-22,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico esterno certificato,19309,1026
2024-07-19,San Frangisk,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS Mario Greco,98329,781
2024-07-18,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS,99511,790
2024-07-14,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,99426,447
2024-07-04,San Pawl,Iniezione,"Ispezione Iniettori — Controllo iniettori meccanici Bosch 0 430 232 056 (OEM 01174463), taratura pressione",Tecnico RCS,95989,3326
2024-07-02,MV Saint John Paul II,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Cantiere Specializzato,18755,1616
2024-07-02,HSC Gozo Express,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubricante + verifica tenute (×4 motori),Tecnico RCS,88122,519
2024-07-01,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS Mario Greco,98176,358
2024-06-23,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS,99050,773
2024-06-22,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,18507,595
2024-06-15,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,70471,539
2024-06-15,HSC Gozo Express,Iniezione,"D-Check 4000h — Sostituzione iniettori CR MTU 12V 2000, revisione pompa HP, test banco",Tecnico RCS,87896,3415
2024-06-14,MV Maria Dolores,Motore,"Overhaul 8000h — Revisione completa motore: pistoni CAT/MAHLE, segmenti, bronzine, guarnizioni testa",Cantiere Valletta,98891,23456
2024-06-14,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,95839,442
2024-06-12,MV Jean de La Valette,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,70367,730
2024-06-11,MV Jean de La Valette,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS Mario Greco,70345,692
2024-06-09,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Cantiere Specializzato,70445,554
2024-06-09,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Cantiere Specializzato,98028,441
2024-06-07,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Cantiere Specializzato,18178,449
2024-06-06,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,87723,246
2024-06-05,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,70307,525
2024-06-05,MV Maria Dolores,Motore,"C-Check 2000h — Ispezione valvole, controllo iniettori UIS Bosch 0 414 701 076, regolazione giochi",Tecnico RCS,98749,1829
2024-06-04,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,70326,908
2024-06-03,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,70151,915
2024-06-02,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,87731,248
2024-05-31,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,87627,276
2024-05-28,MV Jean de La Valette,Iniezione,"D-Check 4000h — Sostituzione iniettori CR Bosch (serie 0 445 120 141), revisione pompa HP, test bench",Cantiere Navale Palermo,70128,6639
2024-05-27,MV Maria Dolores,Iniezione,"D-Check 4000h — Sostituzione iniettori unitari UIS MTU, revisione pompa CP3, calibrazione",Cantiere Pozzallo,98569,4753
2024-05-22,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,17744,855
2024-05-15,MV Maria Dolores,Motore,"C-Check 2000h — Ispezione valvole, controllo iniettori UIS Bosch 0 414 701 076, regolazione giochi",Tecnico RCS,98461,2044
2024-05-15,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Cantiere Specializzato,87386,252
